1548805100,export,775.8
1548805102,export,832.788
1548805104,export,888.804
1548805106,export,944.46
1548805108,export,1000.224
1548805110,export,1056.312
1548805112,export,1111.716
1548805114,export,1166.688
1548805116,export,1221.192
1548805118,export,1275.3
1548805120,export,1288.98
1548805122,export,1369.404
1548805124,export,1436.652
1548805126,export,1490.184
1548805128,export,1543.608
1548805130,export,1596.996
1548805132,export,1650.744
1548805134,export,1703.952
1548805136,export,1757.736
1548805138,export,1811.844
1548805140,export,1865.556
1548805142,export,1919.628
1548805144,export,1973.772
1548805146,export,2028.024
1548805148,export,2081.412
1548805150,export,2133.828
1548805152,export,2185.452
1548805154,export,2236.788
1548805156,export,2287.116
1548805158,export,2336.94
1548805160,export,2386.296
1548805162,export,2434.788
1548805164,export,2482.668
1548805166,export,2529.936
1548805168,export,2576.808
1548805170,export,2622.492
1548805172,export,2665.944
1548805174,export,2707.2
1548805176,export,2746.116
1548805178,export,2783.484
1548805180,export,2792.844
1548805182,export,2844.864
1548805184,export,2886.768
1548805186,export,2919.348
1548805188,export,2951.1
1548805190,export,2981.988
1548805192,export,3011.94
1548805194,export,3040.092
1548805196,export,3066.264
1548805198,export,3090.996
1548805200,export,3113.82
1548805202,export,3134.844
1548805204,export,3154.5
1548805206,export,3159.288
1548805208,export,3183.408
1548805210,export,3201.624
1548805212,export,3213.54
1548805214,export,3224.304
1548805216,export,3234.816
1548805218,export,3245.148
1548805220,export,3255.156
1548805222,export,3264.984
1548805224,export,3274.668
1548805226,export,3284.172
1548805228,export,3293.136
1548805230,export,3302.28
1548805232,export,3311.46
1548805234,export,3320.532
1548805236,export,3322.8
1548805238,export,3336.3
1548805240,export,3340.764
1548805242,export,3353.364
1548805244,export,3363.48
1548805246,export,3371.4
1548805248,export,3378.744
1548805250,export,3384.864
1548805252,export,3390.156
1548805254,export,3395.268
1548805256,export,3400.272
1548805258,export,3405.132
1548805260,export,3409.992
1548805262,export,3415.032
1548805264,export,3420.468
1548805266,export,3426.156
1548805268,export,3432.204
1548805270,export,3438.648
1548805272,export,3445.488
1548805274,export,3452.616
1548805276,export,3459.816
1548805278,export,3466.764
1548805280,export,3473.532
1548805282,export,3480.084
1548805284,export,3486.312
1548805286,export,3492.252
1548805288,export,3497.94
1548805290,export,3503.556
1548805292,export,3509.136
1548805294,export,3514.572
1548805296,export,3519.432
1548805298,export,3523.284
1548805300,export,3524.184
1548805302,export,3527.892
1548805304,export,3530.952
1548805306,export,3533.796
1548805308,export,3536.928
1548805310,export,3540.312
1548805312,export,3543.804
1548805314,export,3547.692
1548805316,export,3552.408
1548805318,export,3557.772
1548805320,export,3563.892
1548805322,export,3570.696
1548805324,export,3578.148
1548805326,export,3580.02
1548805328,export,3590.784
1548805330,export,3598.56
1548805332,export,3600
1548805334,export,3600
1548805336,export,3600
1548805338,export,3600
1548805340,export,3600
1548805342,export,3600
1548805344,export,3600
1548805346,export,3600
1548805348,export,3600
1548805350,export,3600
1548805352,export,3600
1548805354,export,3600
1548805356,export,3600
1548805358,export,3600
1548805360,export,3600
1548805362,export,3600
1548805364,export,3600
1548805366,export,3600
1548805368,export,3600
1548805370,export,3600
1548805372,export,3600
1548805374,export,3600
1548805376,export,3600
1548805378,export,3600
1548805380,export,3600
1548805382,export,3600
1548805384,export,3600
1548805386,export,3600
1548805388,export,3600
1548805390,export,3600
1548805392,export,3600
1548805394,export,3600
1548805396,export,3600
1548805398,export,3600
1548805400,export,3600
1548805402,export,3600
1548805404,export,3600
1548805406,export,3600
1548805408,export,3600
1548805410,export,3600
1548805412,export,3600
1548805414,export,3600
1548805416,export,3600
1548805418,export,3600
1548805420,export,3600
1548805422,export,3600
1548805424,export,3600
1548805426,export,3600
1548805428,export,3600
1548805430,export,3600
1548805432,export,3600
1548805434,export,3600
1548805436,export,3600
1548805438,export,3600
1548805440,export,3600
1548805442,export,3600
1548805444,export,3600
1548805446,export,3600
1548805448,export,3600
1548805450,export,3600
1548805452,export,3600
1548805454,export,3600
1548805456,export,3600
1548805458,export,3600
1548805460,export,3600
1548805462,export,3600
1548805464,export,3600
1548805466,export,3600
1548805468,export,3600
1548805470,export,3600
1548805472,export,3600
1548805474,export,3600
1548805476,export,3600
1548805478,export,3600
1548805480,export,3600
1548805482,export,3600
1548805484,export,3600
1548805486,export,3600
1548805488,export,3600
1548805490,export,3598.848
1548805492,export,3596.04
1548805494,export,3592.368
1548805496,export,3588.444
1548805498,export,3584.088
1548805500,export,3578.832
1548805502,export,3572.712
1548805504,export,3565.98
1548805506,export,3564.288
1548805508,export,3552.264
1548805510,export,3541.14
1548805512,export,3530.952
1548805514,export,3519.252
1548805516,export,3516.156
1548805518,export,3494.916
1548805520,export,3476.772
1548805522,export,3462.336
1548805524,export,3448.008
1548805526,export,3434.436
1548805528,export,3421.764
1548805530,export,3410.496
1548805532,export,3400.344
1548805534,export,3391.2
1548805536,export,3383.1
1548805538,export,3375.972
1548805540,export,3369.996
1548805542,export,3364.992
1548805544,export,3360.78
1548805546,export,3357.216
1548805548,export,3353.436
1548805550,export,3349.476
1548805552,export,3345.156
1548805554,export,3339.9
1548805556,export,3333.24
1548805558,export,3325.032
1548805560,export,3315.996
1548805562,export,3306.204
1548805564,export,3295.62
1548805566,export,3292.956
1548805568,export,3275.028
1548805570,export,3258.864
1548805572,export,3244.86
1548805574,export,3230.64
1548805576,export,3216.132
1548805578,export,3201.48
1548805580,export,3186.54
1548805582,export,3170.7
1548805584,export,3154.212
1548805586,export,3137.652
1548805588,export,3120.552
1548805590,export,3102.732
1548805592,export,3084.552
1548805594,export,3067.272
1548805596,export,3050.388
1548805598,export,3033.612
1548805600,export,3029.436
1548805602,export,3017.052
1548805604,export,2983.968
1548805606,export,2956.644
1548805608,export,2931.588
1548805610,export,2904.3
1548805612,export,2875.176
1548805614,export,2844.756
1548805616,export,2813.544
1548805618,export,2781.684
1548805620,export,2748.456
1548805622,export,2713.464
1548805624,export,2677.572
1548805626,export,2640.636
1548805628,export,2602.692
1548805630,export,2563.56
1548805632,export,2524.356
1548805634,export,2485.764
1548805636,export,2447.82
1548805638,export,2410.956
1548805640,export,2376.216
1548805642,export,2343.312
1548805644,export,2312.244
1548805646,export,2282.832
1548805648,export,2254.86
1548805650,export,2228.292
1548805652,export,2203.236
1548805654,export,2180.232
1548805656,export,2159.568
1548805658,export,2141.46
1548805660,export,2137.104
1548805662,export,2115.468
1548805664,export,2099.268
1548805666,export,2088.108
1548805668,export,2077.956
1548805670,export,2068.848
1548805672,export,2060.676
1548805674,export,2052.72
1548805676,export,2050.776
1548805678,export,2036.196
1548805680,export,2031.444
1548805682,export,2015.604
1548805684,export,2010.276
1548805686,export,2002.428
1548805688,export,1992.492
1548805690,export,1983.06
1548805692,export,1973.268
1548805694,export,1962.324
1548805696,export,1949.868
1548805698,export,1936.08
1548805700,export,1921.356
1548805702,export,1906.092
1548805704,export,1890.576
1548805706,export,1875.6
1548805708,export,1852.2
1548805710,export,1836.072
1548805712,export,1823.004
1548805714,export,1810.152
1548805716,export,1796.796
1548805718,export,1782.864
1548805720,export,1768.572
1548805722,export,1753.812
1548805724,export,1738.764
1548805726,export,1723.104
1548805728,export,1707.228
1548805730,export,1691.244
1548805732,export,1675.476
1548805734,export,1659.636
1548805736,export,1643.256
1548805738,export,1626.804
1548805740,export,1610.424
1548805742,export,1594.08
1548805744,export,1578.06
1548805746,export,1562.94
1548805748,export,1548.54
1548805750,export,1535.112
1548805752,export,1522.872
1548805754,export,1511.388
1548805756,export,1500.876
1548805758,export,1490.796
1548805760,export,1480.428
1548805762,export,1469.592
1548805764,export,1458.612
1548805766,export,1447.452
1548805768,export,1436.076
1548805770,export,1424.592
1548805772,export,1412.712
1548805774,export,1400.256
1548805776,export,1387.44
1548805778,export,1374.192
1548805780,export,1370.844
1548805782,export,1350.396
1548805784,export,1333.08
1548805786,export,1318.752
1548805788,export,1304.46
1548805790,export,1290.564
1548805792,export,1276.992
1548805794,export,1263.636
1548805796,export,1250.352
1548805798,export,1236.852
1548805800,export,1223.28
1548805802,export,1209.924
1548805804,export,1196.172
1548805806,export,1192.644
1548805808,export,1170.864
1548805810,export,1152.072
1548805812,export,1148.148
1548805814,export,1125.612
1548805816,export,1117.836
1548805818,export,1095.3
1548805820,export,1075.896
1548805822,export,1060.236
1548805824,export,1044.504
1548805826,export,1028.952
1548805828,export,1013.004
1548805830,export,996.264
1548805832,export,978.66
1548805834,export,959.868
1548805836,export,939.492
1548805838,export,917.532
1548805840,export,911.844
1548805842,export,875.52
1548805844,export,843.696
1548805846,export,816.696
1548805848,export,789.336
1548805850,export,762.336
1548805852,export,734.724
1548805854,export,705.996
1548805856,export,676.728
1548805858,export,646.56
1548805860,export,615.744
1548805862,export,585.072
1548805864,export,554.58
1548805866,export,524.88
1548805868,export,496.296
1548805870,export,468.576
1548805872,export,441.648
1548805874,export,415.44
1548805876,export,389.952
1548805878,export,365.364
1548805880,export,341.64
1548805882,export,318.636
1548805884,export,296.388
1548805886,export,274.392
1548805888,export,253.116
1548805890,export,232.236
1548805892,export,211.428
1548805894,export,190.368
1548805896,export,184.932
1548805898,export,152.532
1548805900,export,124.02
1548805902,export,99.54
1548805904,export,73.08
1548805906,export,45.252
1548805908,export,16.344
1548805910,export,13.464
1548805912,export,44.316
1548805914,export,76.464
1548805916,export,109.8
1548805918,export,143.64
1548805920,export,178.632
1548805922,export,214.164
1548805924,export,250.092
1548805926,export,259.308
1548805928,export,312.408
1548805930,export,355.932
1548805932,export,364.896
1548805934,export,413.64
1548805936,export,430.488
1548805938,export,474.444
1548805940,export,507.996
1548805942,export,530.64
1548805944,export,551.628
1548805946,export,571.68
1548805948,export,590.616
1548805950,export,608.004
1548805952,export,623.7
1548805954,export,637.74
1548805956,export,649.944
1548805958,export,659.952
1548805960,export,662.364
1548805962,export,668.232
1548805964,export,678.492
1548805966,export,683.172
1548805968,export,685.044
1548805970,export,686.088
1548805972,export,686.664
1548805974,export,687.132
1548805976,export,687.24
1548805978,export,686.808
1548805980,export,685.224
1548805982,export,682.56
1548805984,export,678.96
1548805986,export,674.028
1548805988,export,668.016
1548805990,export,661.392
1548805992,export,654.12
1548805994,export,646.452
1548805996,export,638.748
1548805998,export,630.9
1548806000,export,623.736
1548806002,export,617.472
1548806004,export,612.324
1548806006,export,608.328
1548806008,export,605.88
1548806010,export,605.088
1548806012,export,605.952
1548806014,export,608.148
1548806016,export,611.568
1548806018,export,615.6
1548806020,export,616.644
1548806022,export,623.052
1548806024,export,629.1
1548806026,export,634.608
1548806028,export,640.152
1548806030,export,645.66
1548806032,export,650.664
1548806034,export,655.38
1548806036,export,660.06
1548806038,export,664.56
1548806040,export,668.628
1548806042,export,672.048
1548806044,export,675.144
1548806046,export,677.916
1548806048,export,680.22
1548806050,export,682.452
1548806052,export,684.324
1548806054,export,686.124
1548806056,export,688.068
1548806058,export,689.688
1548806060,export,691.416
1548806062,export,693.288
1548806064,export,694.728
1548806066,export,695.7
1548806068,export,696.348
1548806070,export,696.852
1548806072,export,697.464
1548806074,export,698.04
1548806076,export,698.184
1548806078,export,697.32
1548806080,export,696.996
1548806082,export,693.9
1548806084,export,689.796
1548806086,export,684.9
1548806088,export,678.276
1548806090,export,668.556
1548806092,export,655.524
1548806094,export,639.036
1548806096,export,618.552
1548806098,export,593.388
1548806100,export,563.94
1548806102,export,531.144
1548806104,export,496.188
1548806106,export,459.216
1548806108,export,420.768
1548806110,export,382.068
1548806112,export,342.36
1548806114,export,302.508
1548806116,export,262.404
1548806118,export,222.336
1548806120,export,182.664
1548806122,export,143.424
1548806124,export,104.652
1548806126,export,67.104
1548806128,export,31.212
1548806130,export,3.384
1548806132,export,36.684
1548806134,export,68.076
1548806136,export,76.14
1548806138,export,115.236
1548806140,export,128.772
1548806142,export,158.508
1548806144,export,181.008
1548806146,export,197.064
1548806148,export,213.264
1548806150,export,229.644
1548806152,export,246.276
1548806154,export,263.196
1548806156,export,280.332
1548806158,export,297.036
1548806160,export,313.092
1548806162,export,328.788
1548806164,export,344.088
1548806166,export,359.712
1548806168,export,375.48
1548806170,export,390.852
1548806172,export,406.188
1548806174,export,421.38
1548806176,export,425.232
1548806178,export,445.464
1548806180,export,461.448
1548806182,export,472.824
1548806184,export,482.616
1548806186,export,491.112
1548806188,export,498.24
1548806190,export,504
1548806192,export,508.068
1548806194,export,510.516
1548806196,export,511.884
1548806198,export,513
1548806200,export,513.504
1548806202,export,513.324
1548806204,export,512.676
1548806206,export,511.452
1548806208,export,509.688
1548806210,export,507.384
1548806212,export,504.648
1548806214,export,501.66
1548806216,export,498.708
1548806218,export,495.9
1548806220,export,492.984
1548806222,export,490.14
1548806224,export,487.224
1548806226,export,486.504
1548806228,export,481.932
1548806230,export,478.332
1548806232,export,475.884
1548806234,export,473.904
1548806236,export,472.644
1548806238,export,472.536
1548806240,export,473.868
1548806242,export,477.216
1548806244,export,482.4
1548806246,export,489.132
1548806248,export,497.124
1548806250,export,505.116
1548806252,export,512.892
1548806254,export,520.2
1548806256,export,527.22
1548806258,export,533.916
1548806260,export,535.608
1548806262,export,540.18
1548806264,export,548.208
1548806266,export,552.096
1548806268,export,553.572
1548806270,export,554.22
1548806272,export,554.436
1548806274,export,554.328
1548806276,export,553.572
1548806278,export,552.312
1548806280,export,551.016
1548806282,export,550.188
1548806284,export,549.72
1548806286,export,549.576
1548806288,export,549.684
1548806290,export,550.152
1548806292,export,550.296
1548806294,export,550.908
1548806296,export,551.448
1548806298,export,552.24
1548806300,export,553.5
1548806302,export,555.516
1548806304,export,556.092
1548806306,export,558.216
1548806308,export,564.732
1548806310,export,570.816
1548806312,export,576.792
1548806314,export,584.136
1548806316,export,586.26
1548806318,export,600.768
1548806320,export,615.312
1548806322,export,628.74
1548806324,export,642.384
1548806326,export,656.028
1548806328,export,670.212
1548806330,export,685.296
1548806332,export,701.244
1548806334,export,717.084
1548806336,export,733.248
1548806338,export,749.448
1548806340,export,764.856
1548806342,export,779.904
1548806344,export,794.628
1548806346,export,809.244
1548806348,export,824.112
1548806350,export,841.572
1548806352,export,859.428
1548806354,export,877.392
1548806356,export,895.14
1548806358,export,912.168
1548806360,export,928.8
1548806362,export,947.052
1548806364,export,965.952
1548806366,export,985.788
1548806368,export,1007.208
1548806370,export,1030.176
1548806372,export,1054.476
1548806374,export,1080.36
1548806376,export,1087.416
1548806378,export,1128.816
1548806380,export,1166.04
1548806382,export,1196.676
1548806384,export,1228.032
1548806386,export,1259.352
1548806388,export,1291.032
1548806390,export,1324.044
1548806392,export,1358.352
1548806394,export,1393.2
1548806396,export,1428.444
